"Entity type:","Tip entitate:"
"Template Type","Tip Template"
"Type:","Tip:"
"All","Toate"
"All fields","Toate campurile"
"All rates were fetched, click on ""Save"" to apply","Toate cotele au fost adunate, click ""Salveaza"" pentru salvarea lor"
"All possible rates were fetched, click on ""Save"" to apply","Toate cotele posibile au fost adunate, click ""Salveaza"" pentru salvarea lor"
"All valid rates successfully saved","Toate cotele valide au fost salvate."
"All Tags","Toate etichetele"
"All Files","Toate fisierele"
"All Websites","Toate siturile"
"All countries","Toate tarile"
"All Allowed Countries","Toate tarile"
"All Store Views","Toate vitrinele"
"Top 5 Search Terms","Top 5 cautari"
"Total","Total"
"Total Invoiced","Total facturat"
"Grand Total","Total general"
"Total Refunded","Total rambursat"
"Total Order Amount","Totalul comenzii"
"Order Totals","Totaluri comanda"
"Invoice Totals","Totaluri facturi"
"Credit Memo Totals","Totaluri rambursari"
"Track order","Track order"
"Data transfer:","Transfer date:"
"Submit","Trimite"
"Tax","TVA"
"Last Logged In:","Ultima data logat:"
"Last Month","Ultima luna"
"Last 24 hours","Ultimele 24 ore"
"Last 5 Search Terms","Ultimele 5 cautari"
"Last 5 Orders","Ultimele 5 comenzi"
"Last 7 days","Ultimele 7 zile"
"2YTD","Ultimii 2 ani"
"YTD","Ultimul an"
"Total of %d record(s) were successfully updated","Un total de %d inregistrari au fost actualizate""
Track order"""
"Total of %d record(s) were successfully deleted","Un total de %d inregistrari au fost sterse"
"Total %d records found","Un total de %d inregistrari gasite"
"Some of the ordered items don't exist in the catalog anymore and will be removed if you try to edit the order.","Unele articole comandate nu mai exista in catalog si vor fi sterse de pe comanda cand veti modifica aceasta."
"Tools","Unelte"
"Upgrade","Upgrade"
"Upgrade all available packages","Upgrade all available packages"
"Upgrade All Available Packages","Upgrade All Available Packages"
"Upgrade all packages","Upgrade all packages"
"Upgrading $pkg, please wait...","Upgrading $pkg, please wait..."
"Upgrading all available packages, please wait...","Upgrading all available packages, please wait..."
"Upgrading all packages, please wait...","Upgrading all packages, please wait..."
"Upgrading selected packages, please wait...","Upgrading selected packages, please wait..."
"Upload and Install","Upload and Install"
"Upload File","Upload File"
"Upload Files","Upload Files"
"Upload import file","Upload fisier import"
"Upload local file:","Upload fisier local:"
"Upload HTTP Error","Upload HTTP Error"
"Upload I/O Error","Upload I/O Error"
"Upload Local File","Upload Local File"
"Upload Security Error","Upload Security Error"
"Invalid URL","URL nevalid"
"New Url","Url nou"
"Urlrewrite was successfully saved","Urlrewrite salvat"
"Urlrewrite was deleted","Urlrewrite sters"
"Track this shipment","Urmareste aceasta livrare"
"User Name (admin):","User Name (admin):"
"User","Utilizator"
"New User","Utilizator nou"
"User was successfully saved","Utilizator salvat"
"User was successfully deleted","Utilizator sters"
"Users","Utilizatori"
"Role Users","Utilizatori"
"This user no longer exists","Utilizatorul nu mai exista"
"Value Delimiter:","Valoare delimitata de:"
"Default Values","Valori standard"
"Default (Admin) Values","Valori standard (Admin)"
"Currency","Valuta"
"Base currency","Valuta standard"
"Lifetime Sales","Vanzari totale"
"Revenue","Venit"
"Please make sure your passwords match.","Verifica potrivirea parolelor."
"Please make sure that all global admin search modules are installed and activated.","Verifica sa fie instalate si activate toate modulele de cautare globala din admin."
"Please make sure that your changes were saved before running the profile.","Verifica sa fie salvate modificarile inainte de a executa profilul."
"Version","Versiune"
"API Version","Versiune API"
"Available Version","Versiune disponibila"
"Installed Version","Versiune instalata"
"Version:","Versiune:"
"View","Vezi"
"View Actions XML","Vezi actiuni XML"
"View Statistics for","Vezi statistici pentru"
"Store View","Vitrina"
"New Store View","Vitrina noua"
"Store Views","Vitrine"
"Visibility:","Vizibilitate:"
"Guest","Vizitator neinregistrat"
"Warning!
This action will remove this user from already assigned role
Are you sure?","Warning!
This action will remove this user from already assigned role
Are you sure?"
"Warning!
This action will remove those users from already assigned roles
Are you sure?","Warning!
This action will remove those users from already assigned roles
Are you sure?"
"We're in our typing table, coding away more features for Magento. Thank you for your patience.","We're in our typing table, coding away more features for Magento. Thank you for your patience."
"We're in our typing table, coding away more features for Magento. Thank you for your patience.","We're in our typing table, coding away more features for Magento. Thank you for your patience."
"New Website","Website nou"
"website(%s) scope","website(%s) scope"
"Profile Wizard","Wizard profil"
"Wrong column format","Wrong column format"
"Wrong tab configuration","Wrong tab configuration"
"XML","XML"
"[ deleted ]","[ sters ]"
"[deleted]","[sters]"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in you Magento <a href=""%s"">configuration</a>.","{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in you Magento <a href=""%s"">configuration</a>."
